7.377 17 IMU_MAG_RAW -225 -537 190
7.409 17 IMU_ACCEL_RAW 194 60 -199
7.412 17 IMU_GYRO_RAW -67 170 -523
7.415 17 IMU_MAG_RAW -190 -557 198
7.417 17 BARO_RAW 1673204 0
7.471 17 IMU_ACCEL_RAW 194 72 -181
7.475 17 IMU_GYRO_RAW -34 18 -720
7.477 17 IMU_MAG_RAW -211 -565 179
7.509 17 IMU_ACCEL_RAW 202 65 -181
7.512 17 IMU_GYRO_RAW -142 551 -109
7.514 17 IMU_MAG_RAW -194 -582 168
7.517 17 BARO_RAW 1673200 0
7.570 17 IMU_ACCEL_RAW 215 60 -172
7.573 17 IMU_GYRO_RAW -384 516 86
7.575 17 IMU_MAG_RAW -199 -574 148
7.609 17 IMU_ACCEL_RAW 211 91 -178
7.612 17 IMU_GYRO_RAW -145 361 -192
7.615 17 IMU_MAG_RAW -200 -584 131
7.616 17 BARO_RAW 1673206 0
7.618 17 DL_VALUE 25 0.
7.671 17 IMU_ACCEL_RAW 216 62 -150
7.674 17 IMU_GYRO_RAW -377 332 -83
7.677 17 IMU_MAG_RAW -199 -586 125
7.709 17 IMU_ACCEL_RAW 189 60 -153
7.711 17 IMU_GYRO_RAW -620 458 -214
7.714 17 IMU_MAG_RAW -194 -591 112
7.716 17 BARO_RAW 1673201 0
7.772 17 IMU_ACCEL_RAW 186 65 -142
7.774 17 IMU_GYRO_RAW -760 322 -395
7.778 17 IMU_MAG_RAW -184 -597 96
7.804 17 PONG 
7.808 17 IMU_ACCEL_RAW 225 100 -131
7.810 17 IMU_GYRO_RAW -706 154 -417
7.814 17 IMU_MAG_RAW -164 -601 77
7.815 17 BARO_RAW 1673195 0
7.870 17 IMU_ACCEL_RAW 201 115 -131
7.872 17 IMU_GYRO_RAW -841 55 -553
7.875 17 IMU_MAG_RAW -145 -628 81
7.908 17 IMU_ACCEL_RAW 192 149 -134
7.911 17 IMU_GYRO_RAW -489 189 -357
7.914 17 IMU_MAG_RAW -123 -641 64
7.915 17 BARO_RAW 1673212 0
7.970 17 IMU_ACCEL_RAW 225 138 -109
7.973 17 IMU_GYRO_RAW -518 23 -208
7.975 17 IMU_MAG_RAW -147 -636 38
8.006 17 IMU_ACCEL_RAW 239 164 -114
8.009 17 IMU_GYRO_RAW -457 107 -4
8.013 17 IMU_MAG_RAW -122 -647 46
8.019 17 BARO_RAW 1673219 0
8.023 17 ROTORCRAFT_STATUS 0 0 2 0 0 1 0 0 0 0 101 87
8.068 17 IMU_ACCEL_RAW 199 152 -112
8.071 17 IMU_GYRO_RAW -704 1104 -640
8.074 17 IMU_MAG_RAW -115 -647 22
8.106 17 IMU_ACCEL_RAW 174 158 -87
8.109 17 IMU_GYRO_RAW -754 2458 -1200
8.112 17 IMU_MAG_RAW -94 -654 -43
8.116 17 BARO_RAW 1673201 0
8.117 17 DL_VALUE 26 0.
8.168 17 IMU_ACCEL_RAW 219 167 -27
8.171 17 IMU_GYRO_RAW -909 2591 -1424
8.174 17 IMU_MAG_RAW -35 -665 -112
8.206 17 IMU_ACCEL_RAW 202 205 -28
8.209 17 IMU_GYRO_RAW -112 1341 -1574
8.212 17 IMU_MAG_RAW 46 -698 -119
8.214 17 BARO_RAW 1673196 0
8.270 17 IMU_ACCEL_RAW 165 207 -20
8.273 17 IMU_GYRO_RAW -43 836 -1195
8.276 17 IMU_MAG_RAW 67 -702 -157
8.305 17 IMU_ACCEL_RAW 166 205 1
8.308 17 IMU_GYRO_RAW -398 564 -560
8.312 17 IMU_MAG_RAW 121 -701 -163
8.314 17 BARO_RAW 1673185 0
8.339 17 DOWNLINK_STATUS 0 216 264947 14754 1 1271. 74. 53.48
8.367 17 IMU_ACCEL_RAW 146 237 35
8.370 17 IMU_GYRO_RAW -231 185 22
8.373 17 IMU_MAG_RAW 102 -701 -173
8.405 17 IMU_ACCEL_RAW 148 226 28
8.408 17 IMU_GYRO_RAW -176 290 347
8.411 17 IMU_MAG_RAW 97 -693 -180
8.414 17 BARO_RAW 1673192 0
8.468 17 IMU_ACCEL_RAW 154 216 22
8.471 17 IMU_GYRO_RAW -286 336 328
8.474 17 IMU_MAG_RAW 126 -704 -172
8.505 17 IMU_ACCEL_RAW 149 218 35
8.508 17 IMU_GYRO_RAW -103 240 62
8.511 17 IMU_MAG_RAW 147 -703 -172
8.513 17 BARO_RAW 1673194 0
8.566 17 IMU_ACCEL_RAW 145 221 52
8.569 17 IMU_GYRO_RAW -1 311 -297
8.573 17 IMU_MAG_RAW 127 -688 -191
8.606 17 IMU_ACCEL_RAW 144 206 43
8.609 17 IMU_GYRO_RAW -148 241 -282
8.612 17 IMU_MAG_RAW 127 -684 -203
8.614 17 BARO_RAW 1673182 0
8.616 17 DL_VALUE 27 149.
8.666 17 IMU_ACCEL_RAW 137 232 52
8.669 17 IMU_GYRO_RAW 4 284 -299
8.673 17 IMU_MAG_RAW 150 -690 -195
8.704 17 IMU_ACCEL_RAW 132 223 53
8.707 17 IMU_GYRO_RAW -19 305 -561
8.710 17 IMU_MAG_RAW 159 -692 -198
8.712 17 BARO_RAW 1673183 0
8.767 17 IMU_ACCEL_RAW 117 228 60
8.770 17 IMU_GYRO_RAW -78 446 -649
8.774 17 IMU_MAG_RAW 171 -684 -208
8.805 17 IMU_ACCEL_RAW 93 226 64
8.808 17 IMU_GYRO_RAW -214 792 -643
8.811 17 IMU_MAG_RAW 232 -705 -196
8.813 17 BARO_RAW 1673198 0
8.865 17 IMU_ACCEL_RAW 93 227 61
8.868 17 IMU_GYRO_RAW -315 968 -634
8.871 17 IMU_MAG_RAW 238 -679 -215
8.903 17 IMU_ACCEL_RAW 87 215 47
8.905 17 IMU_GYRO_RAW -468 910 -476
8.909 17 IMU_MAG_RAW 299 -695 -206
8.912 17 BARO_RAW 1673186 0
8.965 17 IMU_ACCEL_RAW 79 197 49
8.968 17 IMU_GYRO_RAW -590 915 -309
8.972 17 IMU_MAG_RAW 300 -665 -232
9.003 17 IMU_ACCEL_RAW 97 258 107
9.006 17 IMU_GYRO_RAW -168 406 -73
9.009 17 IMU_MAG_RAW 317 -652 -232
9.011 17 BARO_RAW 1673182 0
9.065 17 IMU_ACCEL_RAW 100 220 83
9.068 17 IMU_GYRO_RAW -316 97 -315
9.070 17 IMU_MAG_RAW 360 -665 -222
9.103 17 IMU_ACCEL_RAW 54 202 92
9.105 17 IMU_GYRO_RAW -324 22 -176
9.108 17 IMU_MAG_RAW 355 -648 -232
9.110 17 BARO_RAW 1673187 0
9.112 17 DL_VALUE 28 -10926.
9.164 17 IMU_ACCEL_RAW 20 224 140
9.168 17 IMU_GYRO_RAW -265 417 -277
9.171 17 IMU_MAG_RAW 346 -628 -244
9.201 17 IMU_ACCEL_RAW 18 205 126
9.205 17 IMU_GYRO_RAW -531 782 -382
9.208 17 IMU_MAG_RAW 360 -612 -244
9.214 17 BARO_RAW 1673161 0
9.219 17 ROTORCRAFT_STATUS 0 0 2 0 0 1 0 0 0 0 101 88
